1	1567.84	-563.429	122	126	38
2	1647.25	-613.276	119	117	36
3	1631.43	-545.473	114	121	36
4	1540.78	-430.248	106	129	39
5	1860.1	-49.3273	43	100	30
6	1870.6	-268.009	65	99	30
7	1938.92	-168.979	51	93	28
8	1762.64	-157.777	59	109	33
9	1884.28	-250.138	62	98	29
10	713.243	972.992	61	155	204
11	898.32	1281.28	56	82	187
12	883.066	904.022	57	157	189
13	755.514	1138.66	60	117	200
14	957.227	1082.87	55	117	182
15	762.695	818.358	60	184	200
16	1199.75	390.769	48	160	101
17	1307.11	90.8958	45	150	48
18	1380.38	147.976	43	143	54
19	1341.77	309.756	44	147	81
20	1337.35	200.807	44	147	64
21	1400.38	308.324	42	142	77
22	1260.73	256.564	46	154	76
23	1358.69	325.096	44	145	82
24	487.188	-881.776	225	158	67
25	725.88	-1056.22	203	106	61
26	572.768	-1141.57	217	94	65
27	434.355	-1110.91	229	107	69
28	611.781	-990.557	213	126	64
29	626.166	-1080.32	212	105	64
30	1113.22	-1107.26	168	79	50
31	1235.26	-1064.86	157	80	47
32	952.247	-1048.92	182	97	55
33	1172.61	-1004.84	162	94	49
34	1070.1	-978.147	172	104	52
35	995.291	-1142.74	178	77	54
36	1864.89	-985.624	99	59	30
37	2053.3	-941.12	82	53	25
38	1930.48	-935.999	93	61	28
39	1957.17	-1040.32	91	49	27
40	2060.08	-986.737	82	49	25
41	1955.94	-561.325	88	91	27
42	2130.13	-581.588	74	75	23
43	1901.78	-521.768	88	96	29
44	2229.2	-419.686	54	66	20
45	1942.54	-398.37	73	92	28
46	2016.21	-511.256	78	86	26
47	2142.91	-424.932	61	74	22
48	2117.75	-515.821	70	76	23
49	2049.14	-390.65	65	83	25
50	1882.0	-489.344	87	98	29
51	2011.92	-587.21	85	86	26
52	2059.62	-614.861	82	80	25
53	989.39	-468.498	155	179	54
54	1194.74	-474.249	139	160	48
55	1054.09	-522.75	159	173	52
56	1130.87	-402.012	132	166	50
57	1075.81	-456.542	146	171	51
58	1131.03	-429.94	137	166	50
59	1436.49	-776.295	138	113	42
60	1289.91	-1008.7	152	87	46
61	1394.38	-969.938	142	87	43
62	1524.31	-886.438	130	91	39
63	1432.7	-914.095	139	93	42
64	1330.53	-854.857	148	108	44
65	1541.99	-768.061	129	106	39
66	1454.11	-1037.16	137	74	41
67	1433.4	-1011.31	139	79	42
68	1513.08	-1017.12	131	74	39
69	1587.46	-777.523	125	101	37
70	1689.37	-556.067	110	115	35
71	1750.48	-543.435	103	110	33
72	1834.28	-516.578	93	102	31
73	1662.35	-491.577	105	118	35
74	1844.45	-439.232	84	101	30
75	1730.06	-494.464	100	112	34
76	1781.4	-494.449	95	107	32
77	1776.98	-390.302	84	107	32
78	1708.93	-552.119	108	114	34
79	1782.49	-421.528	87	107	32
80	2006.92	-851.488	87	64	26
81	2210.27	-874.129	68	48	20
82	1915.83	-765.134	95	78	28
83	1981.13	-764.204	89	74	27
84	2321.2	-703.821	58	52	17
85	2142.28	-838.743	74	56	22
86	2240.31	-748.077	65	55	20
87	2305.81	-782.932	59	48	18
88	2058.52	-784.52	82	66	25
89	2137.44	-720.71	75	65	22
90	1941.25	-678.282	92	85	28
91	1990.4	-689.714	88	80	26
92	865.208	527.098	57	190	148
93	925.096	780.381	55	178	185
94	945.189	551.017	55	183	146
95	927.074	589.123	55	185	155
96	1067.99	569.773	52	172	141
97	851.975	621.853	57	192	167
98	929.792	636.124	55	184	164
99	876.5	686.682	57	189	178
100	1095.27	664.067	51	169	156
101	1011.36	688.178	53	177	167
102	1029.47	608.848	53	175	151
103	1083.71	616.653	51	170	148
104	1364.04	-28.5217	59	145	43
105	1360.07	50.5302	47	145	44
106	1544.09	74.6215	39	129	39
107	1495.62	-69.8141	60	133	40
108	1421.32	-53.7412	60	140	42
109	1448.26	37.6682	46	137	41
110	1466.44	-45.2992	57	136	41
111	1665.2	409.298	35	118	77
112	1656.6	107.489	36	118	40
113	1823.48	80.3051	31	103	32
114	1818.8	179.924	31	104	43
115	1679.02	231.39	35	116	54
116	1834.64	333.45	31	102	59
117	1638.74	311.158	36	120	66
118	2397.85	13.6186	18	51	15
119	2271.06	-60.8408	27	63	19
120	1993.03	43.1341	29	88	26
121	2119.16	-26.7931	31	76	23
122	2262.47	7.44592	23	63	19
123	1483.74	-304.638	93	134	40
124	1660.94	-112.694	58	118	35
125	1482.52	-195.16	78	134	40
126	1598.57	-210.124	73	124	37
127	1576.66	-131.263	64	126	38
128	1539.24	-238.403	80	129	39
129	1601.57	-92.6221	58	123	37
130	1603.98	946.835	37	97	123
131	1445.58	623.579	41	138	121
132	1101.45	784.861	51	161	169
133	1179.95	940.852	49	128	162
134	1290.99	777.285	45	146	152
135	1533.07	857.948	39	114	130
136	1380.08	900.14	43	120	144
137	1481.41	130.421	40	134	49
138	1455.21	200.508	41	137	59
139	1406.89	235.566	42	141	66
140	1517.86	253.622	39	131	64
141	1506.19	369.968	40	132	81
142	1406.22	171.746	42	141	57
143	1434.89	280.957	42	139	72
144	1347.57	-575.307	143	146	44
145	1479.97	-573.513	131	134	40
146	1408.93	-394.719	111	141	42
147	1327.9	-461.668	127	148	44
148	1421.59	-510.524	127	140	42
149	639.893	-849.926	211	156	63
150	966.409	-815.691	181	140	54
151	751.358	-920.745	201	133	60
152	908.798	-934.148	186	121	56
153	827.511	-823.694	194	148	58
154	1165.24	226.241	49	163	75
155	1096.27	-27.6283	68	169	51
156	1222.05	8.52699	58	158	47
157	1051.54	177.537	52	173	71
158	1098.46	96.7332	51	169	55
159	1220.79	106.279	47	158	53
160	1164.86	19.7271	58	163	49
161	1267.77	-23.6052	61	154	46
162	2375.34	-111.428	26	53	16
163	2156.27	-324.405	52	73	22
164	2322.66	-256.782	37	58	17
165	2071.71	-225.476	49	81	24
166	2024.5	-161.139	46	85	25
167	2212.46	-214.692	41	68	20
168	2242.88	-318.874	46	65	20
169	1636.22	-842.093	120	90	36
170	1840.78	-793.98	102	81	30
171	1660.94	-749.614	118	99	35
172	1623.1	-733.297	121	104	36
173	1667.26	-707.851	117	104	35
174	1660.48	-785.552	118	95	35
175	1787.86	-780.57	106	86	32
176	1743.09	-804.641	111	87	33
177	1717.32	-726.824	113	98	34
178	1691.29	-686.985	115	105	35
179	1763.85	-736.323	109	93	33
180	1284.11	-69.2766	68	152	46
181	1384.91	-161.648	78	143	43
182	1301.58	-202.166	88	151	45
183	1288.1	-274.328	100	152	46
184	1336.9	-93.6118	70	147	44
185	1660.28	-1014.07	118	67	35
186	1758.24	-1006.63	109	63	33
187	1600.91	-957.822	123	77	37
188	1815.1	-906.695	104	71	31
189	1731.7	-926.278	112	73	33
190	1724.06	-1014.91	112	63	34
191	1793.31	-850.072	106	78	32
192	1039.88	-271.132	115	174	52
193	1066.86	-161.979	94	172	52
194	1140.17	-281.454	111	165	50
195	1153.22	-172.551	91	164	49
196	1084.96	-263.731	111	170	51
197	1172.23	-216.296	98	162	49
198	1752.74	-707.381	110	97	33
199	1826.6	-724.383	103	89	31
200	1872.15	-711.163	99	87	30
201	1723.83	-662.81	112	105	34
202	1735.64	-632.566	111	107	33
203	1927.45	-605.257	94	93	28
204	1697.7	-621.05	115	112	34
205	1735.34	-592.954	111	111	33
206	1756.55	-613.562	109	108	33
207	1775.71	-579.267	105	108	32
208	1813.66	-670.185	104	96	31
209	1828.74	-655.155	103	97	31
210	1848.73	-670.444	101	93	30
211	1870.1	-654.872	99	93	30
212	1903.93	-664.013	96	89	29
213	1820.17	-557.572	99	104	31
214	1845.7	-587.211	100	101	30
215	1875.48	-592.587	98	98	30
216	1791.05	-723.266	106	92	32
217	1745.81	-672.556	110	102	33
218	1787.17	-693.741	107	96	32
219	1787.86	-668.94	106	99	32
220	1776.99	-647.248	107	102	32
221	1786.66	-641.352	107	102	32
222	1795.72	-634.085	106	102	32
223	1796.08	-617.16	106	104	32
224	1842.02	-634.324	102	98	30
225	1815.95	-618.658	104	102	31
226	1827.04	-613.306	103	101	31
227	1812.13	-593.142	104	104	31
228	1865.55	-624.879	99	97	30
229	1895.02	-614.784	97	95	29
231	1316.98	481.28	45	149	109
232	1200.3	-102.907	77	160	48
233	1002.45	503.497	53	178	133
234	1207.71	651.786	48	159	144
235	1055.74	511.197	52	173	131
236	1167.92	583.917	49	163	136
237	1115.61	-45.3123	71	168	50
238	1319.14	-141.444	78	149	45
239	1457.4	486.673	41	136	100
240	1120.0	-104.496	81	167	50
241	1260.51	1260.52	46	71	154
242	1237.06	531.063	47	157	122
243	881.774	421.504	57	189	126
244	1320.45	644.453	45	149	134
245	858.192	401.068	57	191	123
246	1081.15	434.788	51	171	116
247	1267.52	1299.39	46	64	154
248	1313.53	1312.09	45	61	150
249	1142.16	492.146	50	165	122
250	1105.15	526.96	51	168	131
251	1398.49	410.2	43	142	93
252	1035.89	456.663	52	175	123
253	1154.91	-87.1958	76	164	49
254	819.856	490.64	58	194	143
255	1307.51	409.767	45	150	98
256	1252.29	-143.982	81	155	47
257	1336.62	1277.73	44	65	147
258	1116.35	403.148	50	167	108
259	918.017	441.992	56	185	127
260	1336.66	1227.77	44	73	147
261	1138.27	448.437	50	165	115
262	1037.82	415.558	52	175	115
263	1353.59	551.829	44	146	117
264	1166.72	-40.1999	68	163	49
265	960.748	474.693	54	182	131
266	800.107	390.739	59	196	124
267	441.662	-564.979	221	229	69
268	877.798	2255.04	189	57	155
269	990.921	-729.513	179	154	54
270	1678.95	-263.13	76	116	35
271	1004.9	571.28	53	178	146
272	816.999	636.044	58	195	173
273	745.631	-501.054	181	201	60
274	1207.96	-1074.06	159	80	48
275	1596.25	-699.884	124	111	37
276	669.116	-677.527	208	191	62
277	741.14	-565.627	195	202	60
278	824.374	-608.712	194	192	58
279	556.979	-545.532	206	218	65
280	1693.73	-363.931	87	115	34
281	1042.84	285.438	52	174	91
282	912.32	296.367	56	186	99
283	912.103	-672.641	186	172	56
284	1335.16	134.897	44	148	54
285	1707.84	612.863	34	114	98
286	1453.58	-16.8752	54	137	41
287	1435.74	159.719	42	138	54
288	1746.16	-28.205	45	110	33
289	1365.36	-973.511	145	88	43
290	1104.41	191.363	51	169	72
291	617.853	1939.67	181	64	213
292	577.894	272.132	65	216	110
293	1210.4	1127.23	48	95	159
294	903.156	-314.651	131	187	56
295	1301.82	1044.46	45	103	151
296	862.811	2118.18	191	57	184
297	426.558	1578.0	109	69	230
298	463.02	1840.1	169	68	227
299	417.361	1729.01	146	69	231
300	1661.42	674.727	35	118	110
301	601.294	1857.33	164	64	214
302	452.516	1786.17	157	68	228
303	919.758	375.172	56	185	114
304	1397.36	1112.0	43	87	142
305	300.083	1814.18	174	72	242
306	1701.78	-426.501	94	114	34
307	2051.35	-679.504	82	76	25
308	689.551	-513.295	188	206	62
309	1410.52	1042.45	42	97	141
310	812.845	1760.63	129	59	195
311	1591.46	-322.524	88	124	37
312	1776.2	495.243	32	108	80
313	548.65	1791.76	152	66	219
314	1625.6	518.206	36	121	93
315	602.764	-615.647	214	210	64
316	598.582	2174.62	215	64	194
317	1171.72	-1073.04	162	82	49
318	678.497	-189.508	119	207	62
319	1514.08	-676.17	131	121	39
320	1474.62	1050.46	40	92	135
321	360.622	1779.97	161	71	236
322	661.129	-562.803	201	209	63
323	1611.58	-1.52496	46	122	37
324	911.402	1617.54	96	56	186
325	909.735	-18.6088	73	186	56
326	705.497	239.047	61	205	97
327	414.772	-415.828	187	231	69
328	768.968	306.625	60	199	109
329	1653.01	-641.062	119	113	36
330	2106.98	-612.305	77	76	23
331	995.246	-624.406	178	174	54
332	587.551	1644.63	117	65	216
333	433.367	1999.74	209	69	230
334	1374.67	1053.7	43	97	144
335	1246.23	-610.778	156	154	47
336	994.235	32.9692	61	179	54
337	1820.67	-1007.31	103	59	31
338	1986.32	-633.046	88	85	27
339	793.015	-539.486	185	197	59
340	610.344	-1233.79	213	72	64
341	968.878	405.015	54	181	117
342	1401.02	-678.914	142	130	42
343	372.273	1857.15	180	71	235
344	667.446	1793.4	145	62	208
345	1177.46	-763.15	162	134	49
346	1609.59	-655.159	123	115	37
347	1547.68	-685.184	128	117	38
348	814.871	180.899	58	195	81
349	1466.17	718.791	41	136	132
350	2276.15	42.4658	21	62	19
351	2226.33	122.397	20	67	23
352	511.346	-1269.47	222	67	67
354	741.12	-644.116	202	192	60
355	450.801	-220.208	138	228	68
356	860.382	-507.086	172	191	57
357	777.348	2678.22	198	59	75
358	965.76	2542.13	181	54	94
359	1104.79	2496.98	169	51	96
360	759.234	1814.83	144	60	200
361	933.711	1820.79	134	55	184
362	531.553	1343.86	66	82	221
363	1479.76	-1027.05	134	74	40
364	405.144	-1256.59	232	73	70
365	304.577	1462.61	85	72	241
557	366.151	2754.09	236	71	71
633	157.166	1920.18	211	76	255
702	298.605	1714.86	149	73	242
709	477.358	134.936	68	226	83
711	163.982	-434.298	210	254	76
717	367.192	-980.383	236	142	71
719	153.332	-1240.65	255	84	77
737	879.954	-711.776	189	167	57
739	1138.52	1431.67	53	50	165
742	811.186	1983.04	175	59	195